stem,root,class,mode,voice,modification,stem_IAST,root_IAST
venyamAna,ven,,pres,pass,,venyamāna,ven
venya,ven,,fut,pass,,venya,ven
vepat,vip,1,pres,para,,vepat,vip
vepanIya,vip,,fut,pass,caus,vepanīya,vip
vepamAna,vip,1,pres,atma,,vepamāna,vip
vepayat,vip,,pres,para,caus,vepayat,vip
vepayamAna,vip,,pres,atma,caus,vepayamāna,vip
vepayizyat,vip,,fut,para,caus,vepayiṣyat,vip
vepayizyamAna,vip,,fut,atma,,vepayiṣyamāna,vip
vepayizyamAna,vip,,fut,atma,caus,vepayiṣyamāna,vip
vepitavat,vip,,past,active,,vepitavat,vip
vepitavat,vip,,past,active,caus,vepitavat,vip
vepita,vip,,past,pass,,vepita,vip
vepita,vip,,past,pass,caus,vepita,vip
vepizyat,vip,,fut,para,,vepiṣyat,vip
vepizyamAna,vip,,fut,atma,,vepiṣyamāna,vip
vepyamAna,vip,,pres,pass,caus,vepyamāna,vip
vepya,vip,,fut,pass,caus,vepya,vip
vemAna,vam,,perf,atma,,vemāna,vam
vemivas,vam,,perf,para,,vemivas,vam
veya,vA#2,,fut,pass,,veya,vā#2
veya,vA#3,,fut,pass,,veya,vā#3
veya,vI#1,,fut,pass,,veya,vī#1
vevidat,vid#1,,pres,para,intens,vevidat,vid#1
vevidyamAna,vid#1,,pres,atma,intens,vevidyamāna,vid#1
veSanIya,viS#1,,fut,pass,,veśanīya,viś#1
veSanIya,viS#1,,fut,pass,caus,veśanīya,viś#1
veSayat,viS#1,,pres,para,caus,veśayat,viś#1
veSayamAna,viS#1,,pres,atma,caus,veśayamāna,viś#1
veSayitavya,viS#1,,fut,pass,caus,veśayitavya,viś#1
veSayizyat,viS#1,,fut,para,caus,veśayiṣyat,viś#1
veSayizyamAna,viS#1,,fut,atma,,veśayiṣyamāna,viś#1
veSayizyamAna,viS#1,,fut,atma,caus,veśayiṣyamāna,viś#1
veSitavat,viS#1,,past,active,caus,veśitavat,viś#1
veSita,viS#1,,past,pass,caus,veśita,viś#1
veSyamAna,viS#1,,pres,pass,caus,veśyamāna,viś#1
veSya,viS#1,,fut,pass,,veśya,viś#1
veSya,viS#1,,fut,pass,caus,veśya,viś#1
vezaRIya,viz#1,,fut,pass,,veṣaṇīya,viṣ#1
vezat,viz#1,1,pres,para,,veṣat,viṣ#1
vezamAna,viz#1,1,pres,atma,,veṣamāna,viṣ#1
vezwat,vezw,1,pres,para,,veṣṭat,veṣṭ
vezwanIya,vezw,,fut,pass,,veṣṭanīya,veṣṭ
vezwanIya,vezw,,fut,pass,caus,veṣṭanīya,veṣṭ
vezwamAna,vezw,1,pres,atma,,veṣṭamāna,veṣṭ
vezwayat,vezw,,pres,para,caus,veṣṭayat,veṣṭ
vezwayamAna,vezw,,pres,atma,caus,veṣṭayamāna,veṣṭ
vezwayitavya,vezw,,fut,pass,caus,veṣṭayitavya,veṣṭ
vezwayizyat,vezw,,fut,para,caus,veṣṭayiṣyat,veṣṭ
vezwayizyamAna,vezw,,fut,atma,,veṣṭayiṣyamāna,veṣṭ
vezwayizyamAna,vezw,,fut,atma,caus,veṣṭayiṣyamāna,veṣṭ
vezwavya,viS#1,,fut,pass,,veṣṭavya,viś#1
vezwavya,viz#1,,fut,pass,,veṣṭavya,viṣ#1
vezwitavat,vezw,,past,active,,veṣṭitavat,veṣṭ
vezwitavat,vezw,,past,active,caus,veṣṭitavat,veṣṭ
vezwita,vezw,,past,pass,,veṣṭita,veṣṭ
vezwita,vezw,,past,pass,caus,veṣṭita,veṣṭ
vezwwavya,vezw,,fut,pass,,veṣṭṭavya,veṣṭ
vezwyamAna,vezw,,pres,pass,,veṣṭyamāna,veṣṭ
vezwyamAna,vezw,,pres,pass,caus,veṣṭyamāna,veṣṭ
vezwya,vezw,,fut,pass,,veṣṭya,veṣṭ
vezwya,vezw,,fut,pass,caus,veṣṭya,veṣṭ
vezwsyat,vezw,,fut,para,,veṣṭsyat,veṣṭ
vezwsyamAna,vezw,,fut,atma,,veṣṭsyamāna,veṣṭ
vezyat,vI#1,,fut,para,,veṣyat,vī#1
vezyamAna,vI#1,,fut,atma,,veṣyamāna,vī#1
vezya,viz#1,,fut,pass,,veṣya,viṣ#1
vesAna,vas#2,,perf,atma,,vesāna,vas#2
vErARIya,vErA,,fut,pass,,vairāṇīya,vairā
vErAyat,vErA,10,pres,para,,vairāyat,vairā
vErAyamAna,vErA,10,pres,atma,,vairāyamāna,vairā
vErAyitavya,vErA,,fut,pass,,vairāyitavya,vairā
vErAyizyat,vErA,,fut,para,,vairāyiṣyat,vairā
vErAyizyamAna,vErA,,fut,atma,,vairāyiṣyamāna,vairā
vErItavat,vErA,,past,active,,vairītavat,vairā
vErIta,vErA,,past,pass,,vairīta,vairā
vEreya,vErA,,fut,pass,,vaireya,vairā
vErEyamAna,vErA,,pres,pass,,vairaiyamāna,vairā
voQavya,vah#1,,fut,pass,,voḍhavya,vah#1
vyatsyat,vyaD,,fut,para,,vyatsyat,vyadh
vyatsyamAna,vyaD,,fut,atma,,vyatsyamāna,vyadh
vyaTat,vyaT,1,pres,para,,vyathat,vyath
vyaTanIya,vyaT,,fut,pass,,vyathanīya,vyath
vyaTanIya,vyaT,,fut,pass,caus,vyathanīya,vyath
vyaTamAna,vyaT,1,pres,atma,,vyathamāna,vyath
vyaTayat,vyaT,,pres,para,caus,vyathayat,vyath
vyaTayamAna,vyaT,,pres,atma,caus,vyathayamāna,vyath
vyaTayitavya,vyaT,,fut,pass,caus,vyathayitavya,vyath
vyaTayizyat,vyaT,,fut,para,caus,vyathayiṣyat,vyath
vyaTayizyamAna,vyaT,,fut,atma,,vyathayiṣyamāna,vyath
vyaTayizyamAna,vyaT,,fut,atma,caus,vyathayiṣyamāna,vyath
vyaTitavat,vyaT,,past,active,,vyathitavat,vyath
vyaTitavat,vyaT,,past,active,caus,vyathitavat,vyath
vyaTitavya,vyaT,,fut,pass,,vyathitavya,vyath
vyaTita,vyaT,,past,pass,,vyathita,vyath
vyaTita,vyaT,,past,pass,caus,vyathita,vyath
vyaTizyat,vyaT,,fut,para,,vyathiṣyat,vyath
vyaTizyamAna,vyaT,,fut,atma,,vyathiṣyamāna,vyath
vyaTyamAna,vyaT,,pres,pass,,vyathyamāna,vyath
vyaTyamAna,vyaT,,pres,pass,caus,vyathyamāna,vyath
vyaTya,vyaT,,fut,pass,,vyathya,vyath
vyaTya,vyaT,,fut,pass,caus,vyathya,vyath
vyadDavya,vyaD,,fut,pass,,vyaddhavya,vyadh
vyaDanIya,vyaD,,fut,pass,,vyadhanīya,vyadh
vyaDya,vyaD,,fut,pass,,vyadhya,vyadh
vyayat,vyA,4,pres,para,,vyayat,vyā
vyayamAna,vyA,4,pres,atma,,vyayamāna,vyā
vyAtavya,vyA,,fut,pass,,vyātavya,vyā
vyADanIya,vyaD,,fut,pass,caus,vyādhanīya,vyadh
vyADayat,vyaD,,pres,para,caus,vyādhayat,vyadh
vyADayamAna,vyaD,,pres,atma,caus,vyādhayamāna,vyadh
vyADayitavya,vyaD,,fut,pass,caus,vyādhayitavya,vyadh
vyADayizyat,vyaD,,fut,para,caus,vyādhayiṣyat,vyadh
vyADayizyamAna,vyaD,,fut,atma,,vyādhayiṣyamāna,vyadh
vyADayizyamAna,vyaD,,fut,atma,caus,vyādhayiṣyamāna,vyadh
vyADitavat,vyaD,,past,active,caus,vyādhitavat,vyadh
vyADita,vyaD,,past,pass,caus,vyādhita,vyadh
vyADyamAna,vyaD,,pres,pass,caus,vyādhyamāna,vyadh
vyADya,vyaD,,fut,pass,caus,vyādhya,vyadh
vyAnIya,vyA,,fut,pass,,vyānīya,vyā
vyAsyat,vyA,,fut,para,,vyāsyat,vyā
vyAsyamAna,vyA,,fut,atma,,vyāsyamāna,vyā
vyeya,vyA,,fut,pass,,vyeya,vyā
vrakzyat,vraSc,,fut,para,,vrakṣyat,vraśc
vrajat,vraj,1,pres,para,,vrajat,vraj
vrajanIya,vraj,,fut,pass,,vrajanīya,vraj
vrajamAna,vraj,1,pres,atma,,vrajamāna,vraj
vrajitavat,vraj,,past,active,,vrajitavat,vraj
vrajitavya,vraj,,fut,pass,,vrajitavya,vraj
vrajita,vraj,,past,pass,,vrajita,vraj
vrajizyat,vraj,,fut,para,,vrajiṣyat,vraj
vrajizyamAna,vraj,,fut,atma,,vrajiṣyamāna,vraj
vrajyamAna,vraj,,pres,pass,,vrajyamāna,vraj
vrajya,vraj,,fut,pass,,vrajya,vraj
vraRanIya,vraR,,fut,pass,,vraṇanīya,vraṇ
vraRayat,vraR,10,pres,para,,vraṇayat,vraṇ
vraRayamAna,vraR,10,pres,atma,,vraṇayamāna,vraṇ
vraRayitavya,vraR,,fut,pass,,vraṇayitavya,vraṇ
vraRayizyat,vraR,,fut,para,,vraṇayiṣyat,vraṇ
vraRayizyamAna,vraR,,fut,atma,,vraṇayiṣyamāna,vraṇ
vraRitavat,vraR,,past,active,,vraṇitavat,vraṇ
vraRita,vraR,,past,pass,,vraṇita,vraṇ
vraRyamAna,vraR,,pres,pass,,vraṇyamāna,vraṇ
vraRya,vraR,,fut,pass,,vraṇya,vraṇ
vraScanIya,vraSc,,fut,pass,,vraścanīya,vraśc
vraScanIya,vraSc,,fut,pass,caus,vraścanīya,vraśc
vraScayat,vraSc,,pres,para,caus,vraścayat,vraśc
vraScayamAna,vraSc,,pres,atma,caus,vraścayamāna,vraśc
vraScayitavya,vraSc,,fut,pass,caus,vraścayitavya,vraśc
vraScayizyat,vraSc,,fut,para,caus,vraścayiṣyat,vraśc
vraScayizyamAna,vraSc,,fut,atma,,vraścayiṣyamāna,vraśc
vraScayizyamAna,vraSc,,fut,atma,caus,vraścayiṣyamāna,vraśc
vraScitavat,vraSc,,past,active,caus,vraścitavat,vraśc
vraScitavya,vraSc,,fut,pass,,vraścitavya,vraśc
vraScita,vraSc,,past,pass,caus,vraścita,vraśc
vraScizyat,vraSc,,fut,para,,vraściṣyat,vraśc
vraScyamAna,vraSc,,pres,pass,caus,vraścyamāna,vraśc
vraScya,vraSc,,fut,pass,,vraścya,vraśc
vraScya,vraSc,,fut,pass,caus,vraścya,vraśc
vrazwavya,vraSc,,fut,pass,,vraṣṭavya,vraśc
vriyamAna,vf#1,,pres,pass,,vriyamāna,vṛ#1
vriyamAna,vf#2,,pres,pass,,vriyamāna,vṛ#2
vrIqat,vrIq,1,pres,para,,vrīḍat,vrīḍ
vrIqamAna,vrIq,1,pres,atma,,vrīḍamāna,vrīḍ
vrIqitavat,vrIq,,past,active,,vrīḍitavat,vrīḍ
vrIqita,vrIq,,past,pass,,vrīḍita,vrīḍ
vrIqyamAna,vrIq,,pres,pass,,vrīḍyamāna,vrīḍ
vrIqya,vrIq,,fut,pass,,vrīḍya,vrīḍ
vreqanIya,vrIq,,fut,pass,,vreḍanīya,vrīḍ
vreqitavya,vrIq,,fut,pass,,vreḍitavya,vrīḍ
vreqizyat,vrIq,,fut,para,,vreḍiṣyat,vrīḍ
vreqizyamAna,vrIq,,fut,atma,,vreḍiṣyamāna,vrīḍ
SaMsat,SaMs,1,pres,para,,śaṃsat,śaṃs
SaMsanIya,SaMs,,fut,pass,,śaṃsanīya,śaṃs
SaMsanIya,SaMs,,fut,pass,caus,śaṃsanīya,śaṃs
SaMsamAna,SaMs,1,pres,atma,,śaṃsamāna,śaṃs
SaMsayat,SaMs,,pres,para,caus,śaṃsayat,śaṃs
SaMsayamAna,SaMs,,pres,atma,caus,śaṃsayamāna,śaṃs
SaMsayitavya,SaMs,,fut,pass,caus,śaṃsayitavya,śaṃs
SaMsayizyat,SaMs,,fut,para,caus,śaṃsayiṣyat,śaṃs
SaMsayizyamAna,SaMs,,fut,atma,,śaṃsayiṣyamāna,śaṃs
SaMsayizyamAna,SaMs,,fut,atma,caus,śaṃsayiṣyamāna,śaṃs
SaMsitavat,SaMs,,past,active,caus,śaṃsitavat,śaṃs
SaMsita,SaMs,,past,pass,caus,śaṃsita,śaṃs
SaMsizyat,SaMs,,fut,para,,śaṃsiṣyat,śaṃs
SaMsizyamAna,SaMs,,fut,atma,,śaṃsiṣyamāna,śaṃs
SaMsyat,Sam#1,,fut,para,,śaṃsyat,śam#1
SaMsyat,Sam#2,,fut,para,,śaṃsyat,śam#2
SaMsyamAna,SaMs,,pres,pass,caus,śaṃsyamāna,śaṃs
SaMsyamAna,Sam#1,,fut,atma,,śaṃsyamāna,śam#1
SaMsyamAna,Sam#2,,fut,atma,,śaṃsyamāna,śam#2
SaMsya,SaMs,,fut,pass,,śaṃsya,śaṃs
SaMsya,SaMs,,fut,pass,caus,śaṃsya,śaṃs
SakanIya,Sak,,fut,pass,,śakanīya,śak
Saktavat,Sak,,past,active,,śaktavat,śak
Saktavya,Sak,,fut,pass,,śaktavya,śak
Sakta,Sak,,past,pass,,śakta,śak
Saknuvat,Sak,5,pres,para,,śaknuvat,śak
SaknvAna,Sak,5,pres,atma,,śaknvāna,śak
SakyamAna,Sak,,pres,pass,,śakyamāna,śak
Sakya,Sak,,fut,pass,,śakya,śak
Sakzyat,Sak,,fut,para,,śakṣyat,śak
Sakzyat,SaS,,fut,para,,śakṣyat,śaś
SakzyamAna,Sak,,fut,atma,,śakṣyamāna,śak
SakzyamAna,SaS,,fut,atma,,śakṣyamāna,śaś
SaNkat,SaNk,1,pres,para,,śaṅkat,śaṅk
SaNkanIya,SaNk,,fut,pass,,śaṅkanīya,śaṅk
SaNkamAna,SaNk,1,pres,atma,,śaṅkamāna,śaṅk
SaNkitavat,SaNk,,past,active,,śaṅkitavat,śaṅk
SaNkita,SaNk,,past,pass,,śaṅkita,śaṅk
SaNktavya,SaNk,,fut,pass,,śaṅktavya,śaṅk
SaNkyamAna,SaNk,,pres,pass,,śaṅkyamāna,śaṅk
SaNkya,SaNk,,fut,pass,,śaṅkya,śaṅk
SaNkzyat,SaNk,,fut,para,,śaṅkṣyat,śaṅk
SaNkzyamAna,SaNk,,fut,atma,,śaṅkṣyamāna,śaṅk
Sattavya,Sad,,fut,pass,,śattavya,śad
Satsyat,Sad,,fut,para,,śatsyat,śad
SatsyamAna,Sad,,fut,atma,,śatsyamāna,śad
SadanIya,Sad,,fut,pass,,śadanīya,śad
SadyamAna,Sad,,pres,pass,,śadyamāna,śad
Sadya,Sad,,fut,pass,,śadya,śad
Santavya,Sam#2,,fut,pass,,śantavya,śam#2
Sannavat,Sad,,past,active,,śannavat,śad
Sanna,Sad,,past,pass,,śanna,śad
Sapat,Sap,1,pres,para,,śapat,śap
SapanIya,Sap,,fut,pass,,śapanīya,śap
SapamAna,Sap,1,pres,atma,,śapamāna,śap
Sapitavat,Sap,,past,active,,śapitavat,śap
Sapita,Sap,,past,pass,,śapita,śap
Saptavat,Sap,,past,active,,śaptavat,śap
Saptavya,Sap,,fut,pass,,śaptavya,śap
Sapta,Sap,,past,pass,,śapta,śap
SapyamAna,Sap,,pres,pass,,śapyamāna,śap
Sapya,Sap,,fut,pass,,śapya,śap
Sapsyat,Sap,,fut,para,,śapsyat,śap
SapsyamAna,Sap,,fut,atma,,śapsyamāna,śap
SabdanIya,Sabd,,fut,pass,,śabdanīya,śabd
Sabdayizyat,Sabd,,fut,para,,śabdayiṣyat,śabd
SabdayizyamAna,Sabd,,fut,atma,,śabdayiṣyamāna,śabd
SabdAyat,Sabd,10,pres,para,,śabdāyat,śabd
SabdAyamAna,Sabd,10,pres,atma,,śabdāyamāna,śabd
SabdAyitavya,Sabd,,fut,pass,,śabdāyitavya,śabd
Sabditavat,Sabd,,past,active,,śabditavat,śabd
Sabdita,Sabd,,past,pass,,śabdita,śabd
SabdyamAna,Sabd,,pres,pass,,śabdyamāna,śabd
Sabdya,Sabd,,fut,pass,,śabdya,śabd
SamanIya,Sam#1,,fut,pass,caus,śamanīya,śam#1
SamanIya,Sam#2,,fut,pass,,śamanīya,śam#2
Samayat,Sam#1,,pres,para,caus,śamayat,śam#1
Samayat,Sam#2,4,pres,para,,śamayat,śam#2
SamayamAna,Sam#1,,pres,atma,caus,śamayamāna,śam#1
SamayamAna,Sam#2,4,pres,atma,,śamayamāna,śam#2
Samayizyat,Sam#1,,fut,para,caus,śamayiṣyat,śam#1
SamayizyamAna,Sam#1,,fut,atma,,śamayiṣyamāna,śam#1
SamayizyamAna,Sam#1,,fut,atma,caus,śamayiṣyamāna,śam#1
Samitavat,Sam#1,,past,active,caus,śamitavat,śam#1
Samita,Sam#1,,past,pass,caus,śamita,śam#1
SamyamAna,Sam#1,,pres,pass,caus,śamyamāna,śam#1
SamyamAna,Sam#2,,pres,pass,,śamyamāna,śam#2
Samya,Sam#1,,fut,pass,caus,śamya,śam#1
Samya,Sam#2,,fut,pass,,śamya,śam#2
SayanIya,SI,,fut,pass,,śayanīya,śī
SayamAna,SI,1,pres,atma,,śayamāna,śī
SayAna,SI,2,pres,atma,,śayāna,śī
Sayitavat,SI,,past,active,,śayitavat,śī
Sayitavya,SI,,fut,pass,,śayitavya,śī
Sayita,SI,,past,pass,,śayita,śī
SayizyamAna,SI,,fut,atma,,śayiṣyamāna,śī
SaraRIya,SF,,fut,pass,,śaraṇīya,śṝ
Saritavya,SF,,fut,pass,,śaritavya,śṝ
Sarizyat,SF,,fut,para,,śariṣyat,śṝ
SarizyamAna,SF,,fut,atma,,śariṣyamāna,śṝ
SarItavya,SF,,fut,pass,,śarītavya,śṝ
SarIzyat,SF,,fut,para,,śarīṣyat,śṝ
SarIzyamAna,SF,,fut,atma,,śarīṣyamāna,śṝ
Salat,Sal,1,pres,para,,śalat,śal
SalanIya,Sal,,fut,pass,,śalanīya,śal
SalabDavat,SalaB,,past,active,,śalabdhavat,śalabh
SalabDa,SalaB,,past,pass,,śalabdha,śalabh
SalaBanIya,SalaB,,fut,pass,,śalabhanīya,śalabh
SalaBayizyat,SalaB,,fut,para,,śalabhayiṣyat,śalabh
SalaBayizyamAna,SalaB,,fut,atma,,śalabhayiṣyamāna,śalabh
SalaBAyat,SalaB,10,pres,para,,śalabhāyat,śalabh
SalaBAyamAna,SalaB,10,pres,atma,,śalabhāyamāna,śalabh
SalaBAyitavya,SalaB,,fut,pass,,śalabhāyitavya,śalabh
SalaByamAna,SalaB,,pres,pass,,śalabhyamāna,śalabh
SalaBya,SalaB,,fut,pass,,śalabhya,śalabh
SalamAna,Sal,1,pres,atma,,śalamāna,śal
Salitavya,Sal,,fut,pass,,śalitavya,śal
Salizyat,Sal,,fut,para,,śaliṣyat,śal
SalizyamAna,Sal,,fut,atma,,śaliṣyamāna,śal
Saltavat,Sal,,past,active,,śaltavat,śal
Salta,Sal,,past,pass,,śalta,śal
SalyamAna,Sal,,pres,pass,,śalyamāna,śal
Salya,Sal,,fut,pass,,śalya,śal
SavanIya,SU,,fut,pass,,śavanīya,śū
Savitavya,SU,,fut,pass,,śavitavya,śū
Savizyat,SU,,fut,para,,śaviṣyat,śū
SavizyamAna,SU,,fut,atma,,śaviṣyamāna,śū
SaSat,SaS,1,pres,para,,śaśat,śaś
SaSanIya,SaS,,fut,pass,,śaśanīya,śaś
SaSamAna,SaS,1,pres,atma,,śaśamāna,śaś
SaSarARa,SF,,perf,atma,,śaśarāṇa,śṝ
SaSarvas,SF,,perf,para,,śaśarvas,śṝ
SaSAna,SA,,perf,atma,,śaśāna,śā
SaSAntAna,SAnt,,perf,atma,,śaśāntāna,śānt
SaSAntvas,SAnt,,perf,para,,śaśāntvas,śānt
SaSAsAna,SAs,,perf,atma,,śaśāsāna,śās
SaSAsvas,SAs,,perf,para,,śaśāsvas,śās
SaSivas,SA,,perf,para,,śaśivas,śā
SaSyamAna,SaS,,pres,pass,,śaśyamāna,śaś
SaSya,SaS,,fut,pass,,śaśya,śaś
SaSyAna,SyA,,perf,atma,,śaśyāna,śyā
SaSyivas,SyA,,perf,para,,śaśyivas,śyā
SaSraRvas,Sram,,perf,para,,śaśraṇvas,śram
SaSramARa,Sram,,perf,atma,,śaśramāṇa,śram
SaSramBARa,SramB,,perf,atma,,śaśrambhāṇa,śrambh
SaSramBvas,SramB,,perf,para,,śaśrambhvas,śrambh
SaSlAGAna,SlAG,,perf,atma,,śaślāghāna,ślāgh
SaSlAGvas,SlAG,,perf,para,,śaślāghvas,ślāgh
SaSvasAna,Svas#1,,perf,atma,,śaśvasāna,śvas#1
SaSvasvas,Svas#1,,perf,para,,śaśvasvas,śvas#1
Sazwavya,SaS,,fut,pass,,śaṣṭavya,śaś
Sasat,Sas,1,pres,para,,śasat,śas
SasanIya,Sas,,fut,pass,,śasanīya,śas
SasamAna,Sas,1,pres,atma,,śasamāna,śas
Sasitavya,Sas,,fut,pass,,śasitavya,śas
Sasizyat,Sas,,fut,para,,śasiṣyat,śas
SasizyamAna,Sas,,fut,atma,,śasiṣyamāna,śas
Sastavat,Sas,,past,active,,śastavat,śas
